;id;contactid;opportunityid;role;contact_id;contact_accountid;contact_fullname;contact_job_title;opportunity_id;opportunity_accountid;opportunity_type;opportunity_ownerid;opportunity_deal_license_activation_start_date__c;opportunity_deal_license_activation_end_date__c;opportunity_closedate;opportunity_createddate;opportunity_opportunity_stage_status__c;opportunity_leadsource_category__c;opportunity_deal_total_non_recurring__c;opportunity_deal_total_recurring__c;opportunity_currencyisocode;opportunity_LeadSource;opportunity_Deal_use_case__c;opportunity_name
540;00K090000019MJDEA2;00309000003rmE0AAI;00609000002IupHAAS;Champion;00309000003rmE0AAI;00109000005fv9QAAQ;Lauren Lambert;Educational psychologist;00609000002IupHAAS;00109000005fv9QAAQ;New Business;00509000000V8ezAAC; ; ;2019-12-02;2019-11-14;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM;Embedded Analytics for Software Companies;Vision-oriented intangible conglomeration
541;00K090000019MJEEA2;00309000003rtOPAAY;00609000002IuprAAC;Champion;00309000003rtOPAAY;00109000005g1dpAAA;Beth Brown;IT technical support officer;00609000002IuprAAC;00109000005fvMZAAY;New Business;00509000000V8gHAAS; ; ;2020-09-25;2020-06-11;Lost;Marketing;0.0;0.0;EUR; ; ;Ameliorated interactive strategy
542;00K090000019MJFEA2;00309000003rqlKAAQ;00609000002IuMNAA0;Champion;00309000003rqlKAAQ;00109000005fsJfAAI;Mrs. Lisa Jackson;Engineer, electrical;00609000002IuMNAA0;00109000005fsJfAAI;New Business;00509000000V8dwAAC; ; ;2020-09-18;2020-09-03;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Pre-emptive reciprocal projection
543;00K090000019MJGEA2;00309000003rivhAAA;00609000002IuipAAC;Champion;00309000003rivhAAA;00109000005fu5IAAQ;Alyssa Lopez;Nurse, mental health;00609000002IuipAAC;00109000005fu5IAAQ;New Business;00509000000V8gHAAS; ; ;2019-02-08;2019-01-30;Lost;Marketing;0.0;0.0;EUR; ; ;Extended fresh-thinking system engine
544;00K090000019MJHEA2;00309000003rs1ZAAQ;00609000002IuNGAA0;Champion;00309000003rs1ZAAQ;00109000005g0hrAAA;Rita Bryant;Logistics and distribution manager;00609000002IuNGAA0;00109000005fsPjAAI;New Business;00509000000V8fnAAC; ; ;2020-02-20;2019-11-19;Lost;Partner Sourced;2412.4;0.0;EUR;Partner Sourced - Alliances; ;Robust global help-desk
545;00K090000019MJIEA2;00309000003rsLJAAY;00609000002IupwAAC;Champion;00309000003rsLJAAY;00109000005fvNQAAY;Christopher Carter;Agricultural engineer;00609000002IupwAAC;00109000005fvNQAAY;New Business;00509000000V8eCAAS; ; ;2020-03-03;2019-11-21;Lost;Sales Generated;0.0;0.0;USD;Sales Generated Lead - by AE/AM;Embedded Analytics for Software Companies;Centralized zero-defect infrastructure
546;00K090000019MJJEA2;00309000003rjpRAAQ;00609000002Iv1XAAS;Champion;00309000003rjpRAAQ;00109000005frvKAAQ;Taylor Massey;Clinical scientist, histocompatibility and immunogenetics;00609000002Iv1XAAS;00109000005frvKAAQ;New Business;00509000000V8dTAAS; ; ;2020-06-16;2020-04-06;Lost;Marketing;28945.64;0.0;EUR;Marketing before 2021; ;Upgradable interactive approach
547;00K090000019MJKEA2;00309000003rrS4AAI;00609000002IuptAAC;Champion;00309000003rrS4AAI;00109000005fvMwAAI;Jimmy Davis;Press sub;00609000002IuptAAC;00109000005fvMwAAI;New Business;00509000000V8dTAAS; ; ;2020-06-01;2020-04-06;Lost;Marketing;25361.84;0.0;EUR;Marketing before 2021; ;Exclusive encompassing system engine
548;00K090000019MJLEA2;00309000003rjfnAAA;00609000002Iv9vAAC;Champion;00309000003rjfnAAA;00109000005fsO5AAI;Collin Wilson;Engineer, chemical;00609000002Iv9vAAC;00109000005fsO5AAI;New Business;00509000000V8dTAAS; ; ;2020-05-11;2019-12-03;Lost;Marketing;24218.28;0.0;EUR;Marketing before 2021; ;User-centric uniform definition
549;00K090000019MJMEA2;00309000003rqk9AAA;00609000002IuLzAAK;Champion;00309000003rqk9AAA;00109000005fsJMAAY;Mary Holmes;Sports administrator;00609000002IuLzAAK;00109000005fsJMAAY;New Business;00509000000V8dIAAS; ; ;2020-01-21;2019-11-26;Lost;Partner Sourced;0.0;0.0;EUR;Partner Sourced - Alliances; ;Diverse composite Graphical User Interface
550;00K090000019MJNEA2;00309000003rZjQAAU;00609000002Iv9HAAS;Champion;00309000003rZjQAAU;00109000005fsL2AAI;Emily Morrow;Advice worker;00609000002Iv9HAAS;00109000005fsL2AAI;New Business;00509000000V8XyAAK; ; ;2020-01-31;2019-12-18;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Persevering global monitoring
551;00K090000019MJOEA2;00309000003rZk4AAE;00609000002IvK1AAK;Champion;00309000003rZk4AAE;00109000005ftJ6AAI;Michael Perry;Commercial/residential surveyor;00609000002IvK1AAK;00109000005ftJ6AAI;New Business;00509000000V8dwAAC; ; ;2020-01-14;2019-12-03;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Profit-focused neutral extranet
552;00K090000019MJPEA2;00309000003rZk6AAE;00609000002IuqOAAS;Champion;00309000003rZk6AAE;00109000005fw2pAAA;Brad Copeland;Press sub;00609000002IuqOAAS;00109000005fw2pAAA;New Business;00509000000V8d8AAC;2020-01-29;2021-01-28;2020-01-31;2020-01-14;Won;Marketing;0.0;9148.32;EUR;Marketing before 2021; ;Balanced eco-centric algorithm
553;00K090000019MJQEA2;00309000003rjSEAAY;00609000002IvL2AAK;Champion;00309000003rjSEAAY;00109000005ftKoAAI;Nicole Richardson;Aid worker;00609000002IvL2AAK;00109000005ftKoAAI;New Business;00509000000V8eGAAS; ; ;2019-11-22;2019-05-20;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Stand-alone radical Graphic Interface
554;00K090000019MJREA2;00309000003rpMiAAI;00609000002IuQFAA0;Champion;00309000003rpMiAAI;00109000005fvFYAAY;Michelle Fox;Private music teacher;00609000002IuQFAA0;00109000005fsegAAA;Upsell;00509000000V8eQAAS;2020-12-31;2021-12-30;2020-12-31;2020-11-20;Won;Marketing;0.0;57996.979999999996;EUR;Marketing before 2021; ;Persistent contextually-based core
555;00K090000019MJSEA2;00309000003rnXvAAI;00609000002IvSwAAK;Champion;00309000003rnXvAAI;00109000005fsGHAAY;Paul Bowers;Patent attorney;00609000002IvSwAAK;00109000005fvFZAAY;New Business;00509000000V8dwAAC; ; ;2020-12-08;2020-12-08;Won;Marketing;3258.98;0.0;EUR;Marketing before 2021; ;Seamless explicit hierarchy
556;00K090000019MJTEA2;00309000003rpNMAAY;00609000002IvSyAAK;Champion;00309000003rpNMAAY;00109000005fvFqAAI;Marie Wood;IT technical support officer;00609000002IvSyAAK;00109000005fvFqAAI;New Business;00509000000V8dwAAC; ; ;2020-02-28;2020-01-15;Lost;Marketing;11124.99;0.0;EUR;Others Marketing; ;Persistent local core
557;00K090000019MJUEA2;00309000003rkLkAAI;00609000002Iv4UAAS;Champion;00309000003rkLkAAI;00109000005fs7iAAA;Jonathan Clark;Clothing/textile technologist;00609000002Iv4UAAS;00109000005fs7iAAA;New Business;00509000000V8fnAAC; ; ;2020-02-28;2019-11-26;Lost;Marketing;0.0;0.0;EUR; ; ;Centralized systematic Internet solution
558;00K090000019MJVEA2;00309000003rpNOAAY;00609000002IvSzAAK;Champion;00309000003rpNOAAY;00109000005fvFsAAI;David Wilson;Psychiatrist;00609000002IvSzAAK;00109000005fvFsAAI;New Business;00509000000V8eLAAS;2021-01-01;2021-12-31;2020-12-18;2019-12-06;Lost;Marketing;37378.08;61954.490000000005;EUR; ; ;Expanded radical forecast
559;00K090000019MJWEA2;00309000003rlHHAAY;00609000002Iuq1AAC;Champion;00309000003rlHHAAY;00109000005fvbzAAA;Laura Johnson DDS;Commercial art gallery manager;00609000002Iuq1AAC;00109000005fvbzAAA;New Business;00509000000V8eBAAS; ; ;2020-06-05;2020-06-05;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021;Embedded Analytics for Software Companies;Future-proofed reciprocal knowledgebase
560;00K090000019MJXEA2;00309000003rhTPAAY;00609000002Iv2tAAC;Champion;00309000003rhTPAAY;00109000005fs1XAAQ;Pamela Mckay;Mining engineer;00609000002Iv2tAAC;00109000005fs1XAAQ;New Business;00509000000V8f4AAC; ; ;2020-12-10;2020-12-10;Won;Marketing;0.0;0.0;EUR; ; ;Re-contextualized systemic emulation
561;00K090000019MJZEA2;00309000003rlHyAAI;00609000002Iuq2AAC;Champion;00309000003rlHyAAI;00109000005fvcQAAQ;Kristie Colon;Information officer;00609000002Iuq2AAC;00109000005fvcQAAQ;New Business;00509000000V8euAAC; ; ;2021-02-10;2020-12-11;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021;Embedded Analytics for Software Companies;Synchronized tertiary challenge
562;00K090000019MJaEAM;00309000003rZohAAE;00609000002IukyAAC;Champion;00309000003rZohAAE;00109000005fuLvAAI;Micheal Swanson;Lawyer;00609000002IukyAAC;00109000005fuLvAAI;New Business;00509000000V8ezAAC; ; ;2020-03-02;2019-12-06;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM;Embedded Analytics for Software Companies;Polarized explicit hierarchy
563;00K090000019MJbEAM;00309000003rZosAAE;00609000002IupsAAC;Champion;00309000003rZosAAE;00109000005fvMuAAI;Lisa Rice;Scientist, marine;00609000002IupsAAC;00109000005fvMuAAI;New Business;00509000000V8ezAAC; ; ;2020-02-05;2019-12-06;Won;Marketing;8977.83;0.0;EUR;Marketing before 2021;Embedded Analytics for Software Companies;Fundamental multi-state standardization
564;00K090000019MJcEAM;00309000003rpIVAAY;00609000002IvGIAA0;Champion;00309000003rpIVAAY;00109000005fsqYAAQ;Joseph Underwood;Cytogeneticist;00609000002IvGIAA0;00109000005fsqYAAQ;New Business;00509000000V8eLAAS;2020-02-01;2021-01-31;2019-12-16;2019-12-12;Won;Sales Generated;53330.87;61871.94;EUR;Sales Generated Lead - by AE/AM; ;Synergized attitude-oriented architecture
565;00K090000019MJdEAM;00309000003rsYyAAI;00609000002IuqaAAC;Champion;00309000003rsYyAAI;00109000005fwBVAAY;Heather Wilson;Editor, commissioning;00609000002IuqaAAC;00109000005fwBVAAY;New Business;00509000000V8ezAAC; ; ;2020-03-24;2019-12-20;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021;Embedded Analytics for Software Companies;Operative radical flexibility
566;00K090000019MJeEAM;00309000003rsZ7AAI;00609000002IuqbAAC;Champion;00309000003rsZ7AAI;00109000005fwBdAAI;Juan Walters;Accountant, chartered public finance;00609000002IuqbAAC;00109000005fwBdAAI;New Business;00509000000V8dwAAC; ; ;2020-02-19;2020-01-17;Lost;Marketing;47050.46;0.0;EUR;Marketing before 2021; ;Advanced encompassing orchestration
567;00K090000019MJfEAM;00309000003rsZ9AAI;00609000002IuqcAAC;Champion;00309000003rsZ9AAI;00109000005fwBfAAI;David Simmons;Radio producer;00609000002IuqcAAC;00109000005fwBfAAI;New Business;00509000000V8dTAAS; ; ;2020-12-09;2020-12-03;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Distributed bifurcated solution
568;00K090000019MJgEAM;00309000003rmdXAAQ;00609000002IvTiAAK;Champion;00309000003rmdXAAQ;00109000005fwVQAAY;Bailey Bray;International aid/development worker;00609000002IvTiAAK;00109000005fwVQAAY;New Business;00509000000V8ezAAC; ; ;2020-02-17;2019-12-20;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM;Embedded Analytics for Software Companies;Mandatory encompassing utilization
569;00K090000019MJhEAM;00309000003rZo6AAE;00609000002IuXXAA0;Champion;00309000003rZo6AAE;00109000005fsywAAA;Gary Gonzalez;Surveyor, hydrographic;00609000002IuXXAA0;00109000005fsywAAA;Cross sell;00509000000V8XyAAK; ; ;2020-05-12;2020-01-18;Lost;Sales Generated;27383.19;0.0;EUR;Sales Generated Lead - by AE/AM; ;Stand-alone eco-centric hardware
570;00K090000019MJiEAM;00309000003rZsZAAU;00609000002Iuq0AAC;Champion;00309000003rZsZAAU;00109000005fvaQAAQ;Larry Harris;Programmer, systems;00609000002Iuq0AAC;00109000005fvaQAAQ;New Business;00509000000V8XyAAK; ; ;2020-01-20;2020-01-20;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Grass-roots client-driven alliance
571;00K090000019MJjEAM;00309000003rZsfAAE;00609000002Iuz6AAC;Champion;00309000003rZsfAAE;00109000005fz2TAAQ;Shannon Foley;Make;00609000002Iuz6AAC;00109000005fz2TAAQ;New Business;00509000000V8dwAAC; ; ;2021-01-11;2020-12-18;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Ameliorated well-modulated matrices
572;00K090000019MJkEAM;00309000003rZt2AAE;00609000002IuqHAAS;Champion;00309000003rZt2AAE;00109000005fw1UAAQ;Lisa Good;Fish farm manager;00609000002IuqHAAS;00109000005fw1UAAQ;New Business;00509000000V8eLAAS; ; ;2020-01-21;2019-12-03;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Managed object-oriented protocol
573;00K090000019MJlEAM;00309000003rqmoAAA;00609000002IuqKAAS;Champion;00309000003rqmoAAA;00109000005fw2IAAQ;Stephanie Fitzgerald;Designer, interior/spatial;00609000002IuqKAAS;00109000005fw2IAAQ;New Business;00509000000V8ezAAC; ; ;2020-02-03;2020-01-10;Lost;Sales Generated;34072.15;0.0;EUR;Sales Generated Lead - by AE/AM;Embedded Analytics for Software Companies;Cross-group impactful open architecture
574;00K090000019MJmEAM;00309000003rstFAAQ;00609000002IvIRAA0;Champion;00309000003rstFAAQ;00109000005g02GAAQ;Sean Gallagher;Therapist, music;00609000002IvIRAA0;00109000005ft9QAAQ;Cross sell;00509000000V8eGAAS; ; ;2021-05-26;2019-05-28;Open;Marketing;28436.370000000003;0.0;EUR;Marketing before 2021; ;Future-proofed didactic Local Area Network
575;00K090000019MJnEAM;00309000003rqnCAAQ;00609000002IuqLAAS;Champion;00309000003rqnCAAQ;00109000005fw2ZAAQ;Christopher Sims;Medical laboratory scientific officer;00609000002IuqLAAS;00109000005fw2ZAAQ;New Business;00509000000V8f4AAC; ; ;2020-01-15;2019-12-07;Lost;Marketing;0.0;0.0;USD; ;Embedded Analytics for Software Companies;Optional well-modulated benchmark
576;00K090000019MJoEAM;00309000003rZrOAAU;00609000002IundAAC;Champion;00309000003rZrOAAU;00109000005fusHAAQ;Cole Ramirez;Psychotherapist, dance movement;00609000002IundAAC;00109000005fusHAAQ;New Business;00509000000V8eLAAS; ; ;2020-03-20;2020-01-13;Lost;Marketing;23802.23;0.0;EUR;Marketing before 2021; ;Programmable coherent encryption
577;00K090000019MJpEAM;00309000003rZrbAAE;00609000002IugsAAC;Champion;00309000003rZrbAAE;00109000005ftzjAAA;David Wheeler;Therapist, horticultural;00609000002IugsAAC;00109000005ftzjAAA;Upsell;00509000000V8fsAAC; ; ;2020-02-24;2019-12-18;Lost;Sales Generated;39590.520000000004;0.0;EUR;Sales Generated Lead - by AE/AM; ;Cross-group mission-critical moratorium
578;00K090000019MJqEAM;00309000003rZreAAE;00609000002IuRtAAK;Champion;00309000003rZreAAE;00109000005fsjtAAA;Casey Marks;Secondary school teacher;00609000002IuRtAAK;00109000005fsjtAAA;Cross sell;00509000000V8eQAAS; ; ;2020-07-10;2020-01-17;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Cloned attitude-oriented customer loyalty
579;00K090000019MJsEAM;00309000003rZzDAAU;00609000002IupxAAC;Champion;00309000003rZzDAAU;00109000005fvNTAAY;Jeremy Johnson;Sports development officer;00609000002IupxAAC;00109000005fvNTAAY;New Business;00509000000V8euAAC; ; ;2020-08-04;2020-07-23;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM;Embedded Analytics for Software Companies;Operative impactful structure
580;00K090000019MJtEAM;00309000003rZzGAAU;00609000002Iv9SAAS;Champion;00309000003rZzGAAU;00109000005fsLRAAY;Jacqueline Green;Site engineer;00609000002Iv9SAAS;00109000005fsLRAAY;New Business;00509000000V8XyAAK; ; ;2020-06-17;2019-12-19;Lost;Marketing;22003.73;0.0;EUR;Marketing before 2021; ;Managed exuding methodology
581;00K090000019MJuEAM;00309000003rjZ6AAI;00609000002IuHdAAK;Champion;00309000003rjZ6AAI;00109000005fs5dAAA;Justin Simpson;Graphic designer;00609000002IuHdAAK;00109000005fs5dAAA;New Business;00509000000V8g2AAC;2020-01-01; ;2020-04-27;2020-03-10;Lost;Marketing;0.0;0.0;EUR; ; ;Persistent human-resource monitoring
582;00K090000019MJvEAM;00309000003rqnpAAA;00609000002IuqPAAS;Champion;00309000003rqnpAAA;00109000005fw3dAAA;Jillian Bailey;Animal nutritionist;00609000002IuqPAAS;00109000005fw3dAAA;New Business;00509000000V8ezAAC; ; ;2020-01-09;2019-12-17;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Right-sized motivating Local Area Network
583;00K090000019MJxEAM;00309000003rZw2AAE;00609000002IvJnAAK;Champion;00309000003rZw2AAE;00109000005fy42AAA;Glenn Mann;Librarian, academic;00609000002IvJnAAK;00109000005ftEDAAY;New Business;00509000000V8eLAAS; ; ;2020-02-14;2019-12-16;Lost;Marketing;0.0;0.0;EUR; ; ;Programmable systematic artificial intelligence
584;00K090000019MJyEAM;00309000003ra5ZAAQ;00609000002IuoGAAS;Champion;00309000003ra5ZAAQ;00109000005futzAAA;Jennifer Moore;Catering manager;00609000002IuoGAAS;00109000005futzAAA;Cross sell;00509000000V8eGAAS;2020-12-31;2021-12-30;2020-12-31;2020-04-06;Won;Sales Generated;16113.43;66651.01;EUR;Sales Generated Lead - by AE/AM; ;Balanced motivating database
585;00K090000019MJzEAM;00309000003ra5cAAA;00609000002IvULAA0;Champion;00309000003ra5cAAA;00109000005fwh9AAA;Jennifer Murray;Hydrogeologist;00609000002IvULAA0;00109000005fwh9AAA;Upsell;00509000000V8euAAC;2021-09-20;2022-09-19;2021-01-27;2020-09-12;Won;Sales Generated;0.0;9275.79;EUR;Sales Generated Lead - by AE/AM;Embedded Analytics for Software Companies;Compatible multimedia application
586;00K090000019MK0EAM;00309000003rrqCAAQ;00609000002IulnAAC;Champion;00309000003rrqCAAQ;00109000005fuUzAAI;Jeffery Hubbard;Office manager;00609000002IulnAAC;00109000005fuUzAAI;New Business;00509000000V8dwAAC; ; ;2020-03-18;2019-12-17;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Optimized encompassing Graphic Interface
587;00K090000019MK1EAM;00309000003ros7AAA;00609000002IvUMAA0;Champion;00309000003ros7AAA;00109000005fwhHAAQ;Joshua Fleming;Intelligence analyst;00609000002IvUMAA0;00109000005fwhHAAQ;New Business;00509000000V8g2AAC; ; ;2020-04-22;2019-12-17;Lost;Partner Sourced;0.0;0.0;EUR;Partner Sourced - Alliances; ;Up-sized demand-driven throughput
588;00K090000019MK2EAM;00309000003reifAAA;00609000002Iv3OAAS;Champion;00309000003reifAAA;00109000005fs1sAAA;Brian Santiago;Marine scientist;00609000002Iv3OAAS;00109000005fs1sAAA;Upsell;00509000000V8eQAAS; ; ;2020-07-10;2020-04-06;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Adaptive human-resource success
589;00K090000019MK3EAM;00309000003rZwOAAU;00609000002IuijAAC;Champion;00309000003rZwOAAU;00109000005fu5AAAQ;Mary Christensen;Immigration officer;00609000002IuijAAC;00109000005fu5AAAQ;New Business;00509000000V8dIAAS; ; ;2020-02-14;2019-12-20;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Multi-tiered background customer loyalty
590;00K090000019MK4EAM;00309000003rZwPAAU;00609000002IurCAAS;Champion;00309000003rZwPAAU;00109000005fsCTAAY;Alan Nelson;Psychologist, forensic;00609000002IurCAAS;00109000005fwTBAAY;New Business;00509000000V8eGAAS; ; ;2020-07-06;2020-01-10;Lost;Marketing;37420.770000000004;0.0;EUR;Marketing before 2021; ;Expanded needs-based archive
591;00K090000019MK5EAM;00309000003rZwaAAE;00609000002IvUOAA0;Champion;00309000003rZwaAAE;00109000005fwhvAAA;Sarah Johnson;Oncologist;00609000002IvUOAA0;00109000005fwhvAAA;New Business;00509000000V8XyAAK; ; ;2020-04-20;2020-01-14;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Vision-oriented content-based framework
592;00K090000019MK6EAM;00309000003rZwrAAE;00609000002IvUPAA0;Champion;00309000003rZwrAAE;00109000005fwi5AAA;Lori Brown;Hydrogeologist;00609000002IvUPAA0;00109000005fwi5AAA;New Business;00509000000V8eCAAS; ; ;2020-03-16;2020-01-21;Lost;Marketing;0.0;0.0;USD;Marketing before 2021;Embedded Analytics for Software Companies;Open-architected zero tolerance monitoring
593;00K090000019MK8EAM;00309000003ra15AAA;00609000002Iv4bAAC;Champion;00309000003ra15AAA;00109000005fs8gAAA;Jessica Kelley;Designer, graphic;00609000002Iv4bAAC;00109000005fs8gAAA;New Business;00509000000V8eQAAS; ; ;2020-07-07;2020-05-27;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;De-engineered hybrid migration
594;00K090000019MK9EAM;00309000003ra1ZAAQ;00609000002IuP6AAK;Champion;00309000003ra1ZAAQ;00109000005fsUAAAY;Lindsey Johnson;Broadcast engineer;00609000002IuP6AAK;00109000005fsUAAAY;Cross sell;00509000000V8eQAAS; ; ;2020-03-24;2020-01-07;Lost;Sales Generated;68170.20999999999;0.0;EUR;Sales Generated Lead - by AE/AM; ;Polarized eco-centric extranet
595;00K090000019MKAEA2;00309000003rZyDAAU;00609000002IuqAAAS;Champion;00309000003rZyDAAU;00109000005fvl1AAA;Melissa Vazquez;Academic librarian;00609000002IuqAAAS;00109000005fvl1AAA;New Business;00509000000V8eQAAS; ; ;2020-10-02;2020-01-09;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Compatible high-level orchestration
596;00K090000019MKBEA2;00309000003rlZ7AAI;00609000002IurEAAS;Champion;00309000003rlZ7AAI;00109000005fwTKAAY;Julia Riley;Legal secretary;00609000002IurEAAS;00109000005fwTKAAY;New Business;00509000000V8euAAC; ; ;2020-08-06;2020-07-23;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021;Embedded Analytics for Software Companies;Profound zero-defect website
597;00K090000019MKCEA2;00309000003rlZIAAY;00609000002IurJAAS;Champion;00309000003rlZIAAY;00109000005fwTeAAI;Brittany Livingston;IT consultant;00609000002IurJAAS;00109000005fwTeAAI;Renew;00509000000WaP5AAK;2021-04-01;2022-03-31;2020-09-22;2020-10-07;Won;Marketing;0.0;29924.84;EUR;Others Marketing; ;Right-sized contextually-based middleware
598;00K090000019MKDEA2;00309000003rjcyAAA;00609000002IuAiAAK;Champion;00309000003rjcyAAA;00109000005fwH9AAI;Dennis Roth DDS;Heritage manager;;;;;;;;;;;;;;;;
599;00K090000019MKEEA2;00309000003rhlmAAA;00609000002IujNAAS;Champion;00309000003rhlmAAA;00109000005fsKvAAI;Todd Foster;Water quality scientist;00609000002IujNAAS;00109000005fuDDAAY;New Business;00509000000V8XyAAK; ; ;2020-06-17;2020-01-06;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Right-sized background info-mediaries
600;00K090000019MKFEA2;00309000003ra1xAAA;00609000002IurZAAS;Champion;00309000003ra1xAAA;00109000005fx4JAAQ;Reginald Shepherd;Colour technologist;00609000002IurZAAS;00109000005fx4JAAQ;New Business;00509000000V8eLAAS; ; ;2020-06-14;2020-01-28;Lost;Marketing;33811.05;0.0;EUR;Marketing before 2021; ;Customizable attitude-oriented function
601;00K090000019MKGEA2;00309000003rmuPAAQ;00609000002IuGOAA0;Champion;00309000003rmuPAAQ;00109000005g0G9AAI;James Smith;Audiological scientist;00609000002IuGOAA0;00109000005fs2aAAA;New Business;00509000000V8eLAAS; ; ;2021-04-15;2020-04-22;Lost;Marketing;0.0;0.0;EUR; ; ;Fully-configurable fault-tolerant matrices
602;00K090000019MKHEA2;00309000003rnbqAAA;00609000002IuguAAC;Champion;00309000003rnbqAAA;00109000005ftzjAAA;Aaron Esparza;Secondary school teacher;00609000002IuguAAC;00109000005ftzjAAA;Cross sell;00509000000V8dwAAC; ; ;2000-01-01;2020-02-17;Lost;Sales Generated;17242.65;0.0;EUR;Sales Generated Lead - by AE/AM; ;Balanced responsive knowledge user
603;00K090000019MKIEA2;00309000003raBEAAY;00609000002IuHeAAK;Champion;00309000003raBEAAY;00109000005fs5dAAA;Linda Sawyer;Psychologist, forensic;00609000002IuHeAAK;00109000005fs5dAAA;New Business;00509000000V8fnAAC;2020-04-01;2023-03-31;2020-03-31;2020-02-12;Lost;Marketing;0.0;78633.79000000001;EUR; ; ;Digitized human-resource data-warehouse
604;00K090000019MKJEA2;00309000003raBIAAY;00609000002IuTnAAK;Champion;00309000003raBIAAY;00109000005fsnpAAA;Jessica Brooks;Magazine journalist;00609000002IuTnAAK;00109000005fsnpAAA;Upsell;00509000000V8eLAAS; ; ;2020-05-26;2020-05-18;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Networked multimedia success
605;00K090000019MKKEA2;00309000003ra4MAAQ;00609000002IvUhAAK;Champion;00309000003ra4MAAQ;00109000005fwuOAAQ;Mary Coleman;Film/video editor;00609000002IvUhAAK;00109000005fwuOAAQ;New Business;00509000000V8fdAAC; ; ;2020-07-09;2020-01-09;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Open-architected real-time knowledgebase
606;00K090000019MKLEA2;00309000003ra4NAAQ;00609000002IuS9AAK;Champion;00309000003ra4NAAQ;00109000005fsk7AAA;John Steele;Engineer, petroleum;00609000002IuS9AAK;00109000005fsk7AAA;Upsell;00509000000V8eGAAS;2021-01-01;2021-12-31;2021-02-12;2020-12-15;Won;Sales Generated;0.0;12723.880000000001;EUR;Sales Generated Lead - by AE/AM; ;Self-enabling asymmetric Local Area Network
607;00K090000019MKNEA2;00309000003roskAAA;00609000002IvTBAA0;Champion;00309000003roskAAA;00109000005fwiiAAA;Tammy Watson;Glass blower/designer;00609000002IvTBAA0;00109000005fvHhAAI;New Business;00509000000V8e1AAC; ; ;2020-02-17;2020-02-03;Lost;Marketing;0.0;0.0;EUR; ; ;Multi-tiered fault-tolerant encryption
608;00K090000019MKOEA2;00309000003rieUAAQ;00609000002IuAjAAK;Champion;00309000003rieUAAQ; ;Joseph Singh;Counsellor;;;;;;;;;;;;;;;;
609;00K090000019MKPEA2;00309000003ribzAAA;00609000002IvKwAAK;Champion;00309000003ribzAAA;00109000005ftKXAAY;Michelle Powell;Magazine journalist;00609000002IvKwAAK;00109000005ftKXAAY;New Business;00509000000V8f4AAC; ; ;2020-04-15;2020-01-31;Lost;Marketing;0.0;0.0;EUR; ; ;Vision-oriented content-based leverage
610;00K090000019MKQEA2;00309000003rnoXAAQ;00609000002IuAkAAK;Champion;00309000003rnoXAAQ;00109000005fxMKAAY;Timothy White;Information systems manager;;;;;;;;;;;;;;;;
611;00K090000019MKREA2;00309000003rnXmAAI;00609000002Iv9fAAC;Champion;00309000003rnXmAAI;00109000005fsG4AAI;Denise Young DVM;Research scientist (physical sciences);00609000002Iv9fAAC;00109000005fsNeAAI;New Business;00509000000V8fsAAC; ; ;2019-11-04;2019-10-15;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Intuitive methodical parallelism
